,C_0002,C_0003,C_0004,C_0005,C_0006,C_0008,C_0009,C_0010,C_0011,C_0012,C_0013,C_0014,C_0015,C_0016,C_0017,C_0018,C_0019,C_0020,C_0021,C_0022,C_0023,C_0024,C_0025,C_0026,C_0029,C_0031,C_0032,C_0033,C_0035,C_0036,C_0037,C_0038,C_0039,C_0050,C_0053,C_0060,C_0061,C_0062,C_0065,C_0069,C_0070,C_0071,C_0075,C_0076,C_0077,C_0081,C_0082,C_0083,C_0087,H_0001,H_0002,H_0003,H_0005,H_0006,H_0007,H_0008,H_0009,H_0010,H_0012,H_0013,H_0539,H_0657,H_0658,H_0681,H_0695,H_0700,H_0726,H_0740,H_0750
ENSG00000005073.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98260437,2.975501495,13.88338272,20.82286447,6.938910805,4.9514239,15.86339625,7.931151506,4.961389919,4.958905577,7.930552781,0.99162379,9.899699841,3.961858698,10.90620503,6.938153998,8.911279017,0,0.991432089
ENSG00000005075.11,749.1300632,1085.587576,593.2033589,447.0217616,638.5743096,613.5373167,1108.353412,815.9214035,756.8292678,644.9593045,608.9103879,780.8968266,585.9516801,690.2056093,679.1588617,532.7542632,756.7060626,553.6663879,843.9250887,772.1982023,1069.914022,578.1733266,647.126893,838.3199508,1445.546735,898.6524591,500.6898119,709.2974324,531.259376,691.5706458,774.5806269,672.1541904,1047.549856,511.9348727,941.1845955,1020.837319,680.2972046,575.3919567,673.6729695,775.3652855,1190.96051,920.2659046,901.4214425,566.9396075,494.0313077,540.4580776,760.9680753,563.4756474,517.7845993,1601.419469,816.8330006,1798.194737,686.2357746,1468.507728,671.0918022,888.2854477,907.1879733,616.6470296,1014.108099,589.1179826,690.9494111,788.340913,596.9519004,820.1047504,886.3770269,588.751925,640.6219471,968.981159,928.9718676
ENSG00000005100.8,887.0493728,799.0717681,894.7649327,919.8141792,1025.288565,831.5958137,751.1073569,912.2040995,845.1094838,898.5838543,893.5313673,898.8241392,1137.20233,795.3231303,876.461947,1242.434339,923.1021602,1071.676264,811.199439,745.39955,626.2669276,972.8782734,898.8424072,782.7626523,605.3660417,671.7600521,909.1733811,805.5237973,867.2611082,922.4244574,785.4902132,964.6106597,772.0353244,999.0666993,770.6010861,901.9048162,849.8756623,934.8881362,734.1053977,874.5168565,678.2822555,699.3624636,746.722053,1107.11808,994.9929142,834.9829383,714.4589731,866.5047301,906.1230488,778.8812166,657.2333488,725.030531,822.0945913,783.3363302,940.7180506,658.5393787,690.0577371,924.9705444,796.7992209,957.0687765,832.708042,759.583823,1103.816532,741.8580411,741.621942,886.1013821,907.9603176,534.5760949,725.7282893
ENSG00000005108.10,36.71233422,32.7163379,54.55883736,47.57659547,87.25860131,52.53227429,15.83362017,31.76336364,117.0456797,69.35046284,70.41146179,42.61239028,202.2574327,152.7179078,75.3519321,102.7948857,110.9307317,51.50385004,30.74227703,51.61221918,59.54994558,75.37079386,98.1095902,70.43871776,77.28077128,29.72389611,248.8577085,28.76870705,169.4875994,77.28153349,26.77807545,144.7411679,36.66920026,203.3849785,38.67881899,91.18158581,79.33495098,112.8996266,135.7252895,54.53336407,98.17243172,72.3136825,58.50810243,216.0713889,210.8790953,221.141562,28.69710557,87.14561857,193.6751555,35.71939337,84.26068574,42.64885476,158.6672311,34.70477412,217.0887809,56.44623246,132.8559436,97.15660595,32.74517346,157.6931974,128.8714827,86.27126972,160.3751374,71.31345656,246.8768229,255.7205331,69.30994791,117.0315013,49.57160446
ENSG00000005156.7,419.7112804,720.7508379,587.2514858,580.8309364,614.7765092,554.0668175,805.5354262,440.7166705,571.3416229,826.2612287,555.3580085,619.3661378,634.5331223,567.2379433,588.9348377,1123.824856,678.4602787,769.5863746,662.4464856,444.6591191,575.6494739,640.6517478,596.5855889,557.5571744,432.970475,411.1805629,589.9216595,490.0600442,513.418576,539.9799455,507.791653,424.3097249,356.7814079,562.5330869,431.4175965,447.9790955,432.3754828,441.6950305,523.0872469,479.8936038,418.4723857,609.2180101,417.490019,516.3907964,547.4936135,405.5914748,404.7281441,534.7572049,452.5674551,279.8019147,539.2683887,337.2235028,458.1516299,397.617555,583.8597806,384.2304947,460.0384914,565.0945448,449.5019266,328.2795492,634.4442225,682.2371674,415.7873933,574.4695112,587.9435984,688.8595755,567.3514308,608.9605237,629.5593766
ENSG00000005175.5,280.7997455,297.4212536,468.2140224,644.266397,455.1329318,473.7816436,458.1853837,279.9146421,375.9348525,500.3140534,468.0874643,399.3672857,472.9254677,439.3119036,428.3162456,689.9118288,552.6727525,586.3515235,344.1151654,434.7336923,243.1622778,406.6055985,491.538957,406.7587927,380.4591817,466.665169,662.2986026,473.1956297,635.330709,510.2562788,603.0025879,622.5852973,388.4953109,617.0997884,341.1670188,325.0821755,504.7686256,551.6236143,803.4540857,520.5457479,356.9906608,486.3838097,379.8068344,803.8252128,783.1237763,765.5663045,493.7881269,621.9028235,782.6057303,371.0848089,524.398856,477.072073,468.0683318,328.2080067,662.1703454,396.113912,523.4920764,693.9757568,420.7258651,901.529034,643.3660944,346.0767027,806.8255371,559.612541,593.8924375,549.1053307,602.9965468,290.5951685,371.7870334
ENSG00000005187.7,5.953351495,1.982808357,7.935830889,9.911790724,4.957875074,3.964699946,20.78162647,10.91865625,5.951475238,13.87009257,9.917107295,4.954929103,9.914580036,8.925072535,25.77829256,6.918886535,9.904529616,4.952293273,10.90854991,5.955256059,7.939992743,10.90893069,11.89207154,17.85770309,13.87090767,0,18.83783451,4.960121905,6.938088865,28.73287783,22.81095316,6.939645034,11.8927136,11.90546216,2.975293769,13.87545871,11.90024265,19.80695204,30.71156185,15.86425137,1.983281449,10.89658229,5.949976518,4.9557658,17.82076861,12.89166057,3.958221458,17.82524016,13.83393968,3.968821486,0,11.90200598,0.991670195,6.940954825,16.85164053,20.79598038,10.90608492,14.87090907,8.930501853,45.62193131,4.956595488,0,8.909729857,8.91418207,19.82946369,10.90281343,6.930994791,21.81943244,14.87148134
ENSG00000005189.15,107.1603269,71.38110087,79.35830889,94.16201187,123.9468769,109.0292485,35.62564538,134.0016904,105.1427292,108.9792988,110.079891,95.13463877,193.3343107,88.25905062,100.1387519,245.1262658,119.8448083,161.4447607,99.16863557,120.0976639,116.1223939,126.9402844,146.6688823,112.1066917,57.4651889,140.6931083,148.7197461,107.1386331,128.8502218,101.0604669,168.6026973,119.9567213,79.28475732,151.7946425,73.39057963,74.33281452,107.1021838,146.5714451,124.8276385,172.5237336,158.6625159,98.06924064,70.40805546,132.8145234,125.735423,119.9916099,132.6004188,152.5048325,147.2326437,150.8152165,100.1215207,69.42836822,74.37526459,141.7937914,121.9265756,65.35879548,57.50481142,171.5111513,55.56756709,289.6000857,141.758631,131.8859641,101.9669084,57.44695112,93.19847934,134.7984205,121.7874799,101.1628232,99.14320892
ENSG00000005194.10,1042.828737,775.2780678,1322.307822,1358.906508,1296.980119,1031.813161,895.5891409,1127.599409,1193.270785,1089.792988,1310.049874,1120.804963,1466.366387,1236.618383,1141.185182,1204.87467,1204.390801,1565.915133,1082.9215,1515.612667,1045.101545,1278.328333,1427.048585,1232.181514,1040.318075,1649.676234,1275.023957,1576.326741,1664.150172,1334.592636,1890.333771,1494.997816,1000.970061,1262.97111,1221.853974,893.9759827,1139.448233,1494.434531,771.7518284,1875.947724,839.9196936,801.3940978,918.2797093,1811.827977,1526.645845,1244.541078,1620.891687,1332.931848,1274.698727,1357.336948,728.6071061,1092.009049,876.636452,1073.864868,1129.059915,907.1008585,817.9563694,1378.037574,758.1003796,1131.622253,1257.983935,1211.764271,1290.920859,835.9521852,688.08239,1007.023495,1521.848428,682.3531601,1083.635273
ENSG00000005206.11,3074.906047,2653.988986,2473.99528,2428.388727,2459.106037,2583.002015,3961.373847,3463.199242,2444.072498,2776.990676,2382.089172,2558.725389,2457.824391,2103.342094,3001.188138,5240.562344,2542.492752,2415.728659,3257.689679,2727.507275,3234.554544,3186.399483,2787.69977,2721.315533,2379.851444,2375.930096,2020.605617,1866.989885,2252.89657,2491.83406,2040.092637,1685.342365,2362.685768,1571.521005,1671.123333,2046.63016,2495.084208,1998.521461,1748.577634,1463.477189,2154.835294,2443.806229,1928.784055,1455.012839,1430.611703,1226.691086,1560.52881,1609.22307,1634.381159,2574.772939,2410.846914,2009.455343,1871.281657,2673.259172,1724.814972,1885.502221,1619.05788,1594.161453,1232.409256,2527.058282,1778.426461,2103.234058,1615.631014,1651.104612,1889.74789,1570.996298,1255.500199,1704.891108,1051.909447
ENSG00000005238.15,1662.969518,1370.120575,1304.452202,1320.250524,1352.50832,1177.515884,2346.344589,1447.218256,1603.922577,1358.278351,1132.533653,1297.200439,1163.971696,1140.425935,1382.11307,834.2200337,1435.166341,1234.111484,1643.224291,1234.72309,1644.570997,1349.732243,1390.381364,1425.639964,1583.265032,1348.474087,1097.551726,1237.054403,990.1643966,1204.799291,1309.150355,1089.52427,1300.27002,1081.412813,1032.426938,1536.2115,1460.754785,1078.488539,959.9839816,1068.853936,1524.151794,1214.473627,1294.119893,998.0912321,1031.624494,883.574582,1065.751128,1076.446448,944.6604522,1403.970601,1162.797463,1352.861346,888.5364943,1217.641789,1086.435178,1099.216106,1118.369436,998.3336958,1086.544392,1256.586673,1176.695769,1337.700493,1054.318033,908.2561064,1021.21738,832.5784798,899.0490386,1022.537948,875.4345348
ENSG00000005243.5,141.8882106,190.3496023,96.22194953,112.0032352,85.27545128,138.7644981,238.4939038,128.0460597,164.6574816,108.9792988,138.8395021,139.7290007,82.2910143,244.9436573,133.8488268,29.65237087,189.1765157,51.50385004,137.8444034,173.6949684,190.5598258,109.0893069,91.17254847,84.32804239,215.9898479,93.13487448,105.0952872,103.1705356,53.52239982,72.32758903,92.23559322,89.22400758,150.6410389,55.5588234,119.0117508,258.6781945,106.1104969,87.15058897,188.2321533,147.7358408,253.8600255,244.6778024,127.9244951,56.49573012,68.31294635,115.0332789,110.8302008,100.0194031,85.9680537,225.2306193,280.5385184,289.6154789,84.29196653,267.7225432,152.6560377,296.0951492,164.5827361,115.0016968,103.1969103,144.8000429,131.84544,124.9445975,106.9167583,128.7604077,410.4698984,223.0120928,54.45781622,210.2599854,690.0367341
ENSG00000005249.8,2641.303613,1133.174976,3463.990183,4079.693062,3313.8437,3548.406452,241.4627076,2785.249949,2174.272287,2121.133442,3629.66127,3380.252634,4203.781935,3008.741119,2462.818412,869.8028787,2447.409268,4239.163042,2402.85604,3047.106017,2092.188088,3526.559776,2919.503563,2622.106071,2726.624135,3402.395308,4612.295059,3783.580989,5009.300161,4189.055431,4229.944141,4243.097249,4358.679534,5147.128139,3726.059563,4056.589465,5066.528307,5002.245737,3942.968263,4552.048626,2568.349476,2827.167806,4414.882576,6331.486386,5335.340114,5122.947576,4426.281145,4660.310012,4998.004777,3968.821486,2857.9242,3404.965544,4493.257651,3267.206592,3743.046743,3567.005778,3409.638732,4651.620358,4979.250922,5064.034376,3894.892735,3077.00862,6019.017504,3591.424909,2527.265147,4910.230701,6024.024616,2704.617831,4851.077212
ENSG00000005302.13,1088.471098,873.4270815,1090.184768,1176.529559,1120.479767,1163.639434,740.221743,1098.813861,1085.152318,1048.18271,1075.014431,1166.390311,1227.425008,940.1076403,1069.799141,975.5630015,1088.507805,1290.567627,934.1685471,1130.506109,925.0091546,1192.048608,1069.295433,980.189481,1055.179762,1620.943135,1285.930071,1493.988718,1472.857151,1449.524147,1524.36674,1548.53222,950.4260283,1362.183295,1361.692782,1187.342824,1178.124022,1424.119852,1163.076568,1483.307503,950.9834548,865.7829932,1202.886919,1603.685813,1440.51213,1297.099386,1467.510605,1270.543507,1362.643058,1489.300262,1264.901588,1285.416646,1391.313283,1251.354998,1048.766805,1245.778253,1411.842267,1489.073695,1354.459448,1890.334806,1336.298144,1079.878307,1499.804526,1162.805528,1126.313538,1188.406663,1550.562549,998.7349305,1209.547149
ENSG00000005339.8,2968.737946,3386.636675,2678.342925,2608.783318,2640.564265,2864.495711,2590.7761,2588.714137,2695.02637,2827.517442,2625.058301,2535.932715,2827.638226,2459.353321,2612.530804,5936.404647,2391.943902,3044.669904,2440.540121,2244.138992,2563.625157,2662.770809,2478.50591,2444.521135,1931.028503,1456.470909,2365.635428,1654.696667,1642.34475,1750.72397,1661.232458,1957.971277,1863.191797,2104.290436,2026.175057,2095.194265,1879.246651,2076.758921,1422.6388,1641.950016,2100.295054,2216.959198,2150.916511,2275.687655,2245.416845,2127.123994,1659.484346,2180.621047,2184.77433,2313.822926,2510.968435,2558.931286,2955.17718,2256.801883,2019.223044,3267.939774,3376.920478,2198.911755,2859.745149,2271.178754,2279.042605,2386.838462,3133.255,3347.7706,2516.358942,2425.380405,2423.867893,1996.478069,2363.574101
ENSG00000005379.11,12478.22473,4618.952069,8197.713308,5993.659851,7231.556584,7822.352994,467.091795,7781.031486,13000.00575,6231.634447,6385.625387,8409.505673,9476.355598,8808.054917,9374.375237,5298.878674,6701.404738,12042.98678,9395.236534,14148.69585,7062.623545,10160.18136,7376.057373,11085.66524,11264.1678,5145.206417,6195.664622,5004.763002,10481.46996,5668.303245,6044.902588,6652.145454,6383.414023,7448.850822,5056.015878,5819.763825,4645.06138,4459.535252,2679.831445,5235.202951,6254.278049,6055.52796,7272.85463,7513.932106,6116.483805,9067.79571,4726.116421,5742.698206,7512.817383,5764.713208,4582.790002,3383.1452,5487.902856,5517.067521,4880.036842,4952.414185,4484.383829,5821.465206,5064.586829,6383.103259,10751.84693,7141.674535,6201.171981,4330.311557,5458.05988,5691.268608,5785.400366,5282.286236,3668.29873
ENSG00000005381.6,59.53351495,13.8796585,70.43049914,97.13554909,72.38497609,74.33812399,4.948006303,53.60067614,77.3691781,47.55460309,91.23738711,67.3870358,84.2739303,67.43388137,73.36898652,37.55966976,97.06439023,71.31302313,98.17694922,114.1424078,62.52744285,68.42874706,61.44236962,111.114597,90.16089982,112.9508052,86.25745274,77.37790172,91.1863108,69.35522236,87.27669036,47.58613738,61.44568692,77.38550402,24.79411474,54.51073065,78.34326409,110.9189314,41.60921283,93.20247677,34.70742536,46.55812435,45.61648664,91.18609072,80.19345876,69.41663383,34.63443776,44.56310041,79.05108386,58.54011691,28.74776337,11.90200598,42.64181836,70.40111322,113.9963918,16.83484126,33.70971704,66.42339386,8.930501853,186.4548497,51.54859308,56.52255602,41.57873933,16.83789947,39.65892738,44.60241856,42.57611086,42.6470725,19.82864178
ENSG00000005421.4,26.79008173,15.86246686,37.69519672,7.929432579,8.924175134,12.88527482,16.82322143,44.66723012,20.83016333,13.87009257,9.917107295,27.74760297,18.83770207,17.85014507,22.80387419,17.79142252,9.904529616,6.933210582,26.7755316,9.925426765,12.90248821,22.80958235,8.919053655,37.69959542,25.76025709,29.72389611,19.82929948,7.936195048,6.938088865,11.88946669,10.90958629,16.85342365,8.919535198,15.87394954,20.82705638,94.15489839,26.77554595,21.78764724,60.43242815,46.60123839,16.85789232,22.78376298,25.78323158,12.88499108,9.900427007,19.83332395,1.979110729,24.757278,13.83393968,21.82851817,19.8260437,6.942836822,21.81674428,24.78912437,0.991272972,28.71825862,19.82924532,22.80206058,13.89189177,23.80274677,6.939233683,18.84085201,9.899699841,18.81882881,85.26669386,17.84096742,6.930994791,25.78660198,12.88861716
ENSG00000005436.9,484.2059216,693.9829251,452.3423607,397.462808,417.4530813,498.5610182,923.2979762,566.7775199,434.4576924,585.5160506,435.3610102,559.9069886,513.5752459,441.2952531,527.4635247,640.4912107,476.4078745,544.75226,546.419182,364.2631623,444.6395936,541.4796506,504.4220345,516.8812951,483.50021,649.9625283,672.2132524,596.206653,506.4804872,645.9943568,573.2491707,593.8353393,828.525714,577.4149146,638.6963957,1079.312467,842.9338541,686.3108881,839.1191253,607.7991305,616.8005306,794.4599091,733.8304372,519.3642558,653.4281825,679.2913453,597.6914401,650.6212659,644.2663335,550.6739811,691.9289253,613.9451418,792.3444854,510.6559621,743.4547292,589.2194441,767.3917938,593.844969,817.6370586,621.8467594,542.2515464,605.8821356,597.9418704,876.5612369,825.8971627,590.7342547,594.0852678,652.5993886,607.7478707
ENSG00000005448.12,578.4673203,464.9685598,570.3878451,476.7571338,553.2988583,456.9316688,490.8422253,662.0676109,375.9348525,573.6273998,572.2170909,579.726705,632.5502063,623.7634027,568.1139091,433.913027,565.548641,703.2256448,669.3882901,668.973764,704.674356,620.8173284,650.0999108,611.1302837,587.5320175,998.7229094,548.2801306,788.6593829,799.8625306,550.8786233,794.4162383,554.1802249,685.8131508,445.462709,604.9763997,435.094741,614.8458701,585.2954327,761.8448729,769.4161912,585.0680274,484.4026129,475.9981214,580.8157518,462.3499412,437.3247931,719.40675,461.475662,483.1997501,1170.802338,454.0164008,765.6957181,458.1516299,958.8433308,565.0255942,333.7259709,328.17401,595.8277569,359.2046301,1027.485236,517.468569,618.7732449,360.3490742,519.0034894,244.8938766,376.6426456,458.4357983,538.5432644,313.2925402
ENSG00000005469.7,402.8434512,257.7650865,481.1097476,328.080273,384.7311058,392.5052947,239.4835051,330.5375029,394.7811908,263.5317588,356.0241519,431.0788319,526.4641999,348.0778288,368.8278782,497.1714182,383.3052961,414.0117176,290.5641022,305.7031444,326.5322016,407.5973194,344.8700747,289.691628,432.970475,472.6099482,531.4252261,330.3441189,513.418576,421.0852786,515.7258976,412.4131906,331.0138618,525.8245786,366.9528982,476.7211171,591.0453848,533.7973574,571.6313286,401.5638627,392.6897269,370.483798,452.1982154,444.0366157,517.7923325,536.4914128,328.532381,480.2911933,458.4962864,349.2562907,484.7467686,247.9584579,404.6014394,306.3935773,427.238651,384.2304947,448.1409442,391.6006056,386.9884136,383.8192917,345.9703651,341.1185837,472.2156824,332.7961306,590.9180179,624.4338598,445.5639509,335.2258257,499.681773
ENSG00000005471.11,30.75898273,13.8796585,33.72728128,28.7441931,22.80622534,19.82349973,17.81282269,6.948235796,18.84633825,6.935046284,22.80934678,25.76563133,9.914580036,22.8085187,14.87209186,36.5712574,15.84724738,22.78054906,5.950118134,21.83593888,17.86498367,40.66055985,18.82911327,24.80236541,21.79714062,17.83433767,22.8036944,2.976073143,4.955777761,18.82498893,13.88492801,10.90515648,4.955297332,15.87394954,17.85176261,29.73312581,43.63422304,17.82625683,30.71156185,23.79637705,26.77429956,10.89658229,37.68318461,24.778829,34.65149453,25.78332114,7.916442916,17.82524016,44.46623467,27.7817504,98.13891633,2.975501495,12.89171253,41.64572895,38.65964592,32.67939774,32.71825477,6.939757568,28.77606153,18.84384119,31.72221112,21.81572338,7.919759873,21.79022284,37.67598101,9.911648569,18.81270015,8.926131455,35.69155521
ENSG00000005483.15,2425.990734,3678.109503,2534.50599,3509.765095,2881.516993,3056.783658,4500.706534,3031.416017,2558.14244,3714.212646,2697.453184,2732.147907,3045.758987,2766.772486,3034.898213,6310.02452,2388.972543,2837.664045,3044.477112,2311.631894,2588.437634,2617.151645,2873.917289,2707.426208,2287.708986,1778.479784,3135.012248,2120.948127,2439.233814,2546.327449,2321.75832,3084.176529,2630.271824,3268.049362,2098.573872,3284.519298,3205.132019,2650.170183,2159.716285,2086.149055,2095.336851,3112.460142,2509.898428,3155.831661,3222.588991,3305.223436,2429.35842,3068.912181,3162.043355,1879.236973,2857.9242,2605.547476,3218.961451,1646.989423,2613.986828,2586.623845,3098.319581,2558.787755,3415.42082,2427.880171,3211.873876,2450.302385,3347.088516,5005.808465,2892.127279,2631.542695,2807.05289,3073.564598,2120.673239
ENSG00000005486.12,9580.927007,5466.602642,8779.012921,7536.925666,7677.76534,7455.618249,3219.172901,9249.09445,6969.177504,7188.670834,7284.115308,9650.21992,9640.937627,8263.625492,7006.738212,2384.050618,6350.784389,10609.79311,7620.117957,9507.566298,9653.046178,8237.234392,8296.701911,9084.610402,7214.853544,10554.95551,6584.318892,7926.274804,9529.960634,8190.851761,9512.167468,6930.722633,7377.446668,7528.22057,7283.519146,6795.010352,7702.432053,6797.74594,6787.255168,9237.951874,8196.902228,4849.969719,7796.452564,7060.975112,5901.644539,4937.505997,8819.906963,5936.795265,6347.802034,12277.54927,4669.033292,8494.064935,5205.276851,10040.58694,5272.580939,6319.007181,6088.569775,7250.063871,6754.436235,7403.646027,7832.41219,8012.320222,5555.711551,4746.30672,3170.731244,6005.467868,7232.988136,6724.352362,7292.974448
ENSG00000005513.9,2693.891552,11869.09083,1571.294516,2083.45841,3942.502259,1861.426625,19029.04264,2790.212975,2781.322761,9152.279654,1848.5488,2393.230757,1433.648273,2692.396881,6414.828956,758.1122818,1483.698536,1363.861567,5037.766687,1627.769989,4410.665969,1914.021476,3911.500531,2651.86891,3773.877664,2978.33439,1987.887273,3358.994554,1481.777551,2832.665439,2782.936286,2925.556071,4698.61293,1487.190648,4720.799447,4012.98088,2915.559448,1853.930711,3946.931045,1572.543917,2114.178025,7605.814441,2967.054957,1056.569269,2120.671465,1194.957768,4661.795322,2651.009329,1801.376574,3242.527154,3914.652329,7144.17909,2955.17718,2277.624747,1678.225142,3560.073784,2763.205335,1459.331877,3736.918887,1406.345622,1340.26342,3076.016996,1334.479539,8352.588599,1395.002771,1216.159279,2170.391512,3141.00648,1458.396603
