,C_0002,C_0003,C_0004,C_0005,C_0006,C_0008,C_0009,C_0010,C_0011,C_0012,C_0013,C_0014,C_0015,C_0016,C_0017,C_0018,C_0019,C_0020,C_0021,C_0022,C_0023,C_0024,C_0025,C_0026,C_0029,C_0031,C_0032,C_0033,C_0035,C_0036,C_0037,C_0038,C_0039,C_0050,C_0053,C_0060,C_0061,C_0062,C_0065,C_0069,C_0070,C_0071,C_0075,C_0076,C_0077,C_0081,C_0082,C_0083,C_0087,H_0001,H_0002,H_0003,H_0005,H_0006,H_0007,H_0008,H_0009,H_0010,H_0012,H_0013,H_0539,H_0657,H_0658,H_0681,H_0695,H_0700,H_0726,H_0740,H_0750
ENSG00000002330.9,1758.223142,1219.42714,1167.55912,1133.908859,1177.991118,1189.409984,1223.147158,1745.992395,1364.871655,1123.477498,1195.011429,1360.623532,1529.8197,1719.563975,1164.980529,709.6800761,1407.433658,1540.163208,1390.344271,1788.561903,2225.182966,1458.82155,1492.454978,1673.663618,2172.778608,3468.778676,1277.006886,1848.141422,2332.189014,2135.15006,2498.295261,1873.704159,2127.804674,962.358191,1759.390382,1493.59402,1429.020804,1340.930653,840.1098208,2082.182992,2090.378647,1478.963397,1918.867427,1538.269704,1438.532044,1314.949378,1968.22562,1256.679431,1222.327384,4187.106667,1381.875246,3948.490484,1587.663981,3842.314278,1261.890494,2095.442595,1517.928729,1573.34218,1979.594577,1381.551094,1720.929953,1489.418932,1198.853651,1337.12731,1090.620503,1061.537562,1276.293184,1486.696783,1608.102849
ENSG00000002549.7,945.5906625,1075.673534,1059.433424,1664.189663,993.5581649,1339.077407,1853.523161,1212.963449,1279.567176,1459.331882,1370.544228,1262.515935,561.16523,972.8329063,1131.270454,783.8110032,3939.031428,847.8326083,1182.090136,917.1094331,914.0916646,1069.075208,980.1048961,903.7981955,2030.106415,1461.424892,1115.398096,1176.540916,922.7658191,858.0231795,1057.23809,1201.549969,1020.79125,1228.246846,1639.386867,1626.401982,1032.34605,1716.272394,2302.376443,1152.141255,1140.386833,1625.571959,1120.578911,982.2327816,1023.704153,1171.157779,1350.743072,1282.427001,1173.908595,1121.19207,1348.170972,1142.592574,925.2282915,1510.153457,2399.871866,1087.332688,1574.442078,1215.448968,956.5559763,1630.488154,968.5187584,1296.052293,918.6921453,1240.061772,2976.4025,1500.623593,987.1716867,1687.038845,1060.832335
ENSG00000002587.5,224.2429063,118.9685014,212.2834763,303.3007961,168.5677525,176.4291476,41.56325295,238.2252273,145.8111433,147.6174138,198.3421459,223.9627954,223.0780508,302.4607915,163.5930105,2665.748141,174.3197212,239.6909944,145.7778943,267.9865227,152.8448603,214.2117299,266.5806037,208.3398694,177.3494623,216.9844416,221.0966892,293.6392168,333.0282655,325.9695451,334.2300528,224.0513968,233.8900341,221.2431717,211.2458576,243.8116316,223.1295496,226.7896008,87.18120782,338.1068572,271.7095585,148.5897586,327.2487085,334.0186149,358.3954577,276.6748691,369.1041509,302.0387917,230.2362818,238.1292891,256.747266,301.5174848,274.6926439,276.646628,183.3854999,296.0951492,329.1654723,237.9345452,356.2277962,177.5288197,292.4391338,277.6546612,303.9207851,193.1406115,166.567495,174.4450148,339.6187448,178.5226291,192.3378253
ENSG00000002745.8,32.74343322,11.89685014,37.69519672,30.72655124,37.67985057,21.8058497,4.948006303,17.86689205,22.81398841,55.48037028,22.80934678,36.66647536,21.81207608,76.35895391,30.73565651,15.8145978,11.88543554,45.56109811,35.70070881,24.81356691,12.90248821,16.85925652,35.67621462,33.73121696,23.77869885,66.38336798,43.62445886,27.77668267,52.53124427,84.21705572,27.76985602,86.24987399,25.76754613,85.32247879,40.66234817,23.78650065,24.79217218,76.25676535,49.53477717,43.62669126,8.92476652,9.905983903,41.64983563,65.41610856,53.46230584,40.6583141,67.28976478,62.38834057,68.18155983,21.82851817,125.8953775,18.8448428,55.53353089,32.72164417,36.67709997,201.0278103,68.41089635,70.38896962,25.79922758,44.6301502,56.50518857,35.69845644,42.56870932,30.70440491,140.7891922,107.0458045,92.08321651,28.76197913,471.9216745
ENSG00000002746.9,855.2981648,354.922696,1218.150041,1827.734209,1319.786345,1361.874432,20.78162647,808.9731677,1635.663778,1194.809403,1650.206654,1162.426367,2086.02764,1616.429803,1328.57354,1129.75533,1004.319303,2509.822231,916.3181927,1586.083197,529.0020165,1526.258576,1452.81474,1109.161781,574.651889,960.0818444,1833.218737,1031.705356,1685.955594,1181.020358,1166.333953,1374.049717,800.7760489,1511.993694,622.8281623,477.7122213,614.8458701,1184.455732,219.9344106,1095.62486,581.1014645,435.8632918,809.1968064,2959.583336,2223.635906,1705.66586,1042.001799,1525.048325,1825.091899,547.697365,394.5382697,562.3697826,802.2611874,612.7871545,1009.115886,581.2971659,593.8858973,1252.130544,719.4015382,1223.857897,1879.541009,972.7829379,1439.416357,508.108378,289.5101699,1262.744028,1170.347978,650.6158038,577.0134759
ENSG00000002822.11,756.0756399,744.5445382,722.1606109,657.151725,623.7006844,621.4667166,848.0882804,805.9953523,650.694626,789.6045555,801.3022694,828.464146,722.7728846,732.8476226,730.7154468,582.1748813,767.6010452,730.9584871,695.1721354,686.8395321,940.8891401,669.411656,751.1825189,728.1974484,804.5126446,786.6924504,424.3470089,689.4569448,536.2151537,602.3996456,668.4601057,471.8958623,492.5565548,413.7148099,515.7175866,477.7122213,628.7294865,565.4884807,434.9153436,670.2646202,766.53828,543.8385163,546.4061769,564.9573012,457.3997277,398.6498114,641.2318762,533.7669138,491.1048585,1333.524019,312.2601883,785.5323947,404.6014394,997.5143648,524.3834023,463.4532771,424.3458498,537.3355145,487.20849,673.4193774,647.3313708,665.379563,502.9047519,461.5565383,405.5125324,389.5277888,421.8005401,494.9043995,482.8274274
ENSG00000002834.13,4420.363485,2894.900202,4310.148151,4092.57839,3745.178831,3986.505796,951.9964128,3840.389185,4329.698236,3490.309723,4085.848205,3991.690885,4393.150414,4520.053401,3704.142346,2143.866414,3653.780975,5442.570307,3715.848775,4765.19739,4088.103764,4156.302593,3837.175084,4180.686713,4178.115545,3420.229646,3323.390593,3886.751525,4518.678162,3446.954551,4304.327683,3989.304517,3498.439917,3941.700096,3597.130167,3452.015906,2863.000043,3256.262915,2130.986114,4152.467795,4952.253778,2756.83532,3684.027127,4921.075439,4176.000112,3645.364942,3843.433036,3532.368426,4166.980258,3816.021858,3279.227629,3536.879444,3639.429614,4166.556025,3279.130992,4200.788037,4210.740243,3802.987147,3873.853248,3404.78457,5225.242964,4449.415945,3622.300172,2853.528727,4085.860993,3750.567819,4122.951759,4244.871403,3978.616974
ENSG00000002919.10,819.5780559,844.6763603,725.1365475,686.8870971,799.209462,750.3194648,1033.143716,895.3298126,674.500527,753.9386032,812.2110874,770.9869684,694.0206025,712.0224533,715.8433549,495.1945935,804.2478048,725.0157352,745.7481395,636.2198556,793.9992743,626.7676542,747.2184951,647.8377845,814.4204358,866.9469699,567.1179651,749.970432,635.330709,867.9310684,798.3833606,703.878282,756.1783729,646.8634438,743.8234422,819.6431681,657.4884062,608.0734276,683.579925,896.3302022,594.9844347,695.40007,713.0055194,728.4975726,601.945962,530.5414157,828.25784,575.3591408,546.4406172,962.4392103,609.6508439,716.1040265,636.6522649,733.7580815,638.3797941,724.888459,670.2284918,649.3630296,819.6216145,649.6166307,537.2949509,548.3679558,670.2096793,905.2847124,550.2676174,622.4515301,769.3404218,562.3462816,724.7368572
ENSG00000002933.3,366.131117,474.8826016,480.1177688,430.1717174,175.5087776,691.8401406,249.3795177,327.5596875,375.9348525,284.3368977,630.728024,510.3576976,217.1293028,226.1018375,391.6317523,56.33950465,988.4720556,131.7310011,471.051019,140.9410601,279.8847442,276.6901512,170.4530254,458.3477128,899.62744,161.4998355,148.7197461,182.5324861,41.62853319,180.3235781,198.3561144,128.8791221,401.3790839,260.9280456,480.0140614,536.1873688,401.6331893,305.0270614,703.3938359,321.2510902,412.5225414,606.2462149,389.7234619,63.43380224,111.8748252,152.7165944,132.6004188,291.1455893,141.3038124,319.4901296,382.6426435,785.5323947,340.1428767,1195.82736,637.3885211,451.5698597,399.5592932,163.5799998,341.3436264,366.9590127,243.864498,426.3982296,254.4222859,144.6078425,788.2211816,331.0490622,185.1565751,1042.373795,395.5814036
ENSG00000003056.3,872.1659941,887.30674,1203.270359,1323.224062,1093.707241,1187.427634,920.3291724,847.6847671,1133.756033,1354.315467,1241.621833,975.1300474,1438.605563,1038.283438,1308.744084,1109.987083,1211.323972,1469.840643,1010.528396,1090.804401,599.4694521,1520.30825,1242.721476,834.3515724,666.794347,739.1342166,1590.309818,946.3912594,1458.980973,1030.420446,1177.243539,1304.653266,524.2704578,1529.851887,666.4658042,489.6054717,782.440954,1377.573514,1475.145664,809.0768197,718.9395252,955.9274467,816.1384457,1597.738894,1548.426784,1314.949378,1131.061782,1301.242532,1346.832841,247.0591375,1029.96297,288.623645,902.419877,546.3523012,1324.340691,953.6442432,990.4708036,1196.612484,726.3474841,1760.41148,1570.249451,1288.119303,1286.960979,940.9414407,1458.457054,1350.9577,1282.234036,944.1863494,815.9486094
